FPS,FrameTime(ms),MinFrame(ms),MaxFrame(ms),AvgFrame(ms),CPUTime(ms),GPUWait(ms),DrawCalls,Triangles,VRAM(MB),Upload(KB),
6.71038,138.87,136.945,165.877,149.023,138.827,0.0432,1,12000000,1.50087,0,
6.71675,138.727,136.945,165.877,148.882,138.688,0.039674,1,12000000,1.50087,0,
6.71767,152.918,136.945,165.877,148.861,152.879,0.039023,1,12000000,1.50087,0,
6.71741,154.437,136.945,165.877,148.867,154.398,0.039044,1,12000000,1.50087,0,
6.71026,153.64,136.945,165.877,149.026,153.599,0.041238,1,12000000,1.50087,0,
6.70256,154.949,136.945,165.877,149.197,154.909,0.040565,1,12000000,1.50087,0,
6.69557,153.368,136.945,165.877,149.352,153.327,0.041216,1,12000000,1.50087,0,
6.6875,155.888,136.945,165.877,149.533,155.848,0.04005,1,12000000,1.50087,0,
6.68074,153.53,136.945,165.877,149.684,153.491,0.039717,1,12000000,1.50087,0,
6.67418,154.022,136.945,165.877,149.831,153.982,0.040236,1,12000000,1.50087,0,
6.66762,153.32,136.945,165.877,149.978,153.276,0.043767,1,12000000,1.50087,0,
6.66011,153.863,136.945,165.877,150.148,153.822,0.04068,1,12000000,1.50087,0,
6.65309,153.001,136.945,165.877,150.306,152.962,0.039637,1,12000000,1.50087,0,
6.64638,153.269,136.945,165.877,150.458,153.229,0.04034,1,12000000,1.50087,0,
6.63977,152.683,136.945,165.877,150.608,152.644,0.039522,1,12000000,1.50087,0,
6.63254,154.096,136.945,165.877,150.772,154.058,0.038294,1,12000000,1.50087,0,
6.62618,153.817,136.945,165.877,150.916,153.778,0.039237,1,12000000,1.50087,0,
6.62642,152.991,136.945,165.877,150.911,152.942,0.048518,1,12000000,1.50087,0,
6.62164,153.027,136.945,165.877,151.02,152.989,0.038825,1,12000000,1.50087,0,
6.61596,155.491,136.945,165.877,151.15,155.446,0.044952,1,12000000,1.50087,0,
6.61038,155.279,136.945,165.877,151.277,155.237,0.041491,1,12000000,1.50087,0,
6.60468,155.231,136.945,165.877,151.408,155.186,0.044644,1,12000000,1.50087,0,
6.60106,154.868,136.945,165.877,151.491,154.823,0.045073,1,12000000,1.50087,0,
6.59498,155.945,136.945,165.877,151.631,155.884,0.061093,1,12000000,1.50087,0,
6.59005,155.199,136.945,165.877,151.744,155.156,0.042402,1,12000000,1.50087,0,
6.58524,153.37,136.945,165.877,151.855,153.328,0.04193,1,12000000,1.50087,0,
